Price per Carat,Size,Colour,Clarity,Month,Year,Rapper
,2.01-2.09,I,SI1,Jan,2024,-34
,2.01-2.09,I,SI2,Jan,2024,-35
,2.01-2.09,I,I1,Jan,2024,-32
,2.01-2.09,J,IF,Jan,2024,-35
,2.01-2.09,J,VVS1,Jan,2024,-33
,2.01-2.09,J,VVS2,Jan,2024,-33
,2.01-2.09,J,VS1,Jan,2024,-33
,2.01-2.09,J,VS2,Jan,2024,-32
,2.01-2.09,J,SI1,Jan,2024,-34
,2.01-2.09,J,SI2,Jan,2024,-35
,2.01-2.09,J,I1,Jan,2024,-28
,2.01-2.09,K,IF,Jan,2024,-33
,2.01-2.09,K,VVS1,Jan,2024,-33
,2.01-2.09,K,VVS2,Jan,2024,-32
,2.01-2.09,K,VS1,Jan,2024,-30
,2.01-2.09,K,VS2,Jan,2024,-30
,2.01-2.09,K,SI1,Jan,2024,-31
,2.01-2.09,K,SI2,Jan,2024,-31
,2.01-2.09,K,I1,Jan,2024,-27
,2.01-2.09,L,IF,Jan,2024,-35
,2.01-2.09,L,VVS1,Jan,2024,-34
,2.01-2.09,L,VVS2,Jan,2024,-33
,2.01-2.09,L,VS1,Jan,2024,-29
,2.01-2.09,L,VS2,Jan,2024,-29
,2.01-2.09,L,SI1,Jan,2024,-30
,2.01-2.09,L,SI2,Jan,2024,-32
,2.01-2.09,L,I1,Jan,2024,-28
,2.01-2.09,M,IF,Jan,2024,-34
,2.01-2.09,M,VVS1,Jan,2024,-33
,2.01-2.09,M,VVS2,Jan,2024,-31
,2.01-2.09,M,VS1,Jan,2024,-30
,2.01-2.09,M,VS2,Jan,2024,-29
,2.01-2.09,M,SI1,Jan,2024,-29
,2.01-2.09,M,SI2,Jan,2024,-29
,2.01-2.09,M,I1,Jan,2024,-28
,2.01-2.09,D,IF,Feb,2024,-40
,2.01-2.09,D,VVS1,Feb,2024,-38
,2.01-2.09,D,VVS2,Feb,2024,-39
,2.01-2.09,D,VS1,Feb,2024,-36
,2.01-2.09,D,VS2,Feb,2024,-35
,2.01-2.09,D,SI1,Feb,2024,-35
,2.01-2.09,D,SI2,Feb,2024,-35
,2.01-2.09,D,I1,Feb,2024,-30
,2.01-2.09,E,IF,Feb,2024,-40
,2.01-2.09,E,VVS1,Feb,2024,-38
,2.01-2.09,E,VVS2,Feb,2024,-38
,2.01-2.09,E,VS1,Feb,2024,-36
,2.01-2.09,E,VS2,Feb,2024,-34
,2.01-2.09,E,SI1,Feb,2024,-35
,2.01-2.09,E,SI2,Feb,2024,-35
,2.01-2.09,E,I1,Feb,2024,-30
,2.01-2.09,F,IF,Feb,2024,-38
,2.01-2.09,F,VVS1,Feb,2024,-35
,2.01-2.09,F,VVS2,Feb,2024,-35
,2.01-2.09,F,VS1,Feb,2024,-33
,2.01-2.09,F,VS2,Feb,2024,-32
,2.01-2.09,F,SI1,Feb,2024,-36
,2.01-2.09,F,SI2,Feb,2024,-35
,2.01-2.09,F,I1,Feb,2024,-31
,2.01-2.09,G,IF,Feb,2024,-38
,2.01-2.09,G,VVS1,Feb,2024,-35
,2.01-2.09,G,VVS2,Feb,2024,-35
,2.01-2.09,G,VS1,Feb,2024,-33
,2.01-2.09,G,VS2,Feb,2024,-33
,2.01-2.09,G,SI1,Feb,2024,-34
,2.01-2.09,G,SI2,Feb,2024,-35
,2.01-2.09,G,I1,Feb,2024,-30
,2.01-2.09,H,IF,Feb,2024,-36
,2.01-2.09,H,VVS1,Feb,2024,-34
,2.01-2.09,H,VVS2,Feb,2024,-32
,2.01-2.09,H,VS1,Feb,2024,-32
,2.01-2.09,H,VS2,Feb,2024,-31
,2.01-2.09,H,SI1,Feb,2024,-34
,2.01-2.09,H,SI2,Feb,2024,-34
,2.01-2.09,H,I1,Feb,2024,-28
,2.01-2.09,I,IF,Feb,2024,-36
,2.01-2.09,I,VVS1,Feb,2024,-34
,2.01-2.09,I,VVS2,Feb,2024,-32
,2.01-2.09,I,VS1,Feb,2024,-32
,2.01-2.09,I,VS2,Feb,2024,-32
,2.01-2.09,I,SI1,Feb,2024,-34
,2.01-2.09,I,SI2,Feb,2024,-35
,2.01-2.09,I,I1,Feb,2024,-32
,2.01-2.09,J,IF,Feb,2024,-35
,2.01-2.09,J,VVS1,Feb,2024,-33
,2.01-2.09,J,VVS2,Feb,2024,-33
,2.01-2.09,J,VS1,Feb,2024,-33
,2.01-2.09,J,VS2,Feb,2024,-32
,2.01-2.09,J,SI1,Feb,2024,-34
,2.01-2.09,J,SI2,Feb,2024,-35
,2.01-2.09,J,I1,Feb,2024,-28
,2.01-2.09,K,IF,Feb,2024,-33
,2.01-2.09,K,VVS1,Feb,2024,-33
,2.01-2.09,K,VVS2,Feb,2024,-32
,2.01-2.09,K,VS1,Feb,2024,-30
,2.01-2.09,K,VS2,Feb,2024,-30
,2.01-2.09,K,SI1,Feb,2024,-31
,2.01-2.09,K,SI2,Feb,2024,-31
,2.01-2.09,K,I1,Feb,2024,-27
,2.01-2.09,L,IF,Feb,2024,-35
,2.01-2.09,L,VVS1,Feb,2024,-34
,2.01-2.09,L,VVS2,Feb,2024,-33
,2.01-2.09,L,VS1,Feb,2024,-29
,2.01-2.09,L,VS2,Feb,2024,-29
,2.01-2.09,L,SI1,Feb,2024,-30
,2.01-2.09,L,SI2,Feb,2024,-32
,2.01-2.09,L,I1,Feb,2024,-28
,2.01-2.09,M,IF,Feb,2024,-34
,2.01-2.09,M,VVS1,Feb,2024,-33
,2.01-2.09,M,VVS2,Feb,2024,-31
,2.01-2.09,M,VS1,Feb,2024,-30
,2.01-2.09,M,VS2,Feb,2024,-29
,2.01-2.09,M,SI1,Feb,2024,-29
,2.01-2.09,M,SI2,Feb,2024,-29
,2.01-2.09,M,I1,Feb,2024,-28
,2.01-2.09,D,IF,Mar,2024,-40
,2.01-2.09,D,VVS1,Mar,2024,-38
,2.01-2.09,D,VVS2,Mar,2024,-39
,2.01-2.09,D,VS1,Mar,2024,-36
,2.01-2.09,D,VS2,Mar,2024,-35
,2.01-2.09,D,SI1,Mar,2024,-35
,2.01-2.09,D,SI2,Mar,2024,-35
,2.01-2.09,D,I1,Mar,2024,-30
,2.01-2.09,E,IF,Mar,2024,-40
,2.01-2.09,E,VVS1,Mar,2024,-38
,2.01-2.09,E,VVS2,Mar,2024,-38
,2.01-2.09,E,VS1,Mar,2024,-36
,2.01-2.09,E,VS2,Mar,2024,-34
,2.01-2.09,E,SI1,Mar,2024,-35
,2.01-2.09,E,SI2,Mar,2024,-35
,2.01-2.09,E,I1,Mar,2024,-30
,2.01-2.09,F,IF,Mar,2024,-38
,2.01-2.09,F,VVS1,Mar,2024,-35
,2.01-2.09,F,VVS2,Mar,2024,-35
,2.01-2.09,F,VS1,Mar,2024,-33
,2.01-2.09,F,VS2,Mar,2024,-32
,2.01-2.09,F,SI1,Mar,2024,-36
,2.01-2.09,F,SI2,Mar,2024,-35
,2.01-2.09,F,I1,Mar,2024,-31
,2.01-2.09,G,IF,Mar,2024,-38
,2.01-2.09,G,VVS1,Mar,2024,-35
,2.01-2.09,G,VVS2,Mar,2024,-35
,2.01-2.09,G,VS1,Mar,2024,-33
,2.01-2.09,G,VS2,Mar,2024,-33
,2.01-2.09,G,SI1,Mar,2024,-34
,2.01-2.09,G,SI2,Mar,2024,-35
,2.01-2.09,G,I1,Mar,2024,-30
,2.01-2.09,H,IF,Mar,2024,-36
,2.01-2.09,H,VVS1,Mar,2024,-34
,2.01-2.09,H,VVS2,Mar,2024,-32
,2.01-2.09,H,VS1,Mar,2024,-32
,2.01-2.09,H,VS2,Mar,2024,-31
,2.01-2.09,H,SI1,Mar,2024,-34
,2.01-2.09,H,SI2,Mar,2024,-34
,2.01-2.09,H,I1,Mar,2024,-28
,2.01-2.09,I,IF,Mar,2024,-36
,2.01-2.09,I,VVS1,Mar,2024,-34
,2.01-2.09,I,VVS2,Mar,2024,-32
,2.01-2.09,I,VS1,Mar,2024,-32
,2.01-2.09,I,VS2,Mar,2024,-32
,2.01-2.09,I,SI1,Mar,2024,-34
,2.01-2.09,I,SI2,Mar,2024,-35
,2.01-2.09,I,I1,Mar,2024,-32
,2.01-2.09,J,IF,Mar,2024,-35
,2.01-2.09,J,VVS1,Mar,2024,-33
,2.01-2.09,J,VVS2,Mar,2024,-33
,2.01-2.09,J,VS1,Mar,2024,-33
,2.01-2.09,J,VS2,Mar,2024,-32
,2.01-2.09,J,SI1,Mar,2024,-34
,2.01-2.09,J,SI2,Mar,2024,-35
,2.01-2.09,J,I1,Mar,2024,-28
,2.01-2.09,K,IF,Mar,2024,-33
,2.01-2.09,K,VVS1,Mar,2024,-33
,2.01-2.09,K,VVS2,Mar,2024,-32
,2.01-2.09,K,VS1,Mar,2024,-30
,2.01-2.09,K,VS2,Mar,2024,-30
,2.01-2.09,K,SI1,Mar,2024,-31
,2.01-2.09,K,SI2,Mar,2024,-31
,2.01-2.09,K,I1,Mar,2024,-27
,2.01-2.09,L,IF,Mar,2024,-35
,2.01-2.09,L,VVS1,Mar,2024,-34
,2.01-2.09,L,VVS2,Mar,2024,-33
,2.01-2.09,L,VS1,Mar,2024,-29
,2.01-2.09,L,VS2,Mar,2024,-29
,2.01-2.09,L,SI1,Mar,2024,-30
,2.01-2.09,L,SI2,Mar,2024,-32
,2.01-2.09,L,I1,Mar,2024,-28
,2.01-2.09,M,IF,Mar,2024,-34
,2.01-2.09,M,VVS1,Mar,2024,-33
,2.01-2.09,M,VVS2,Mar,2024,-31
,2.01-2.09,M,VS1,Mar,2024,-30
,2.01-2.09,M,VS2,Mar,2024,-29
,2.01-2.09,M,SI1,Mar,2024,-29
,2.01-2.09,M,SI2,Mar,2024,-29
,2.01-2.09,M,I1,Mar,2024,-28
,2.01-2.09,D,IF,Apr,2024,-44
,2.01-2.09,D,VVS1,Apr,2024,-42.5
,2.01-2.09,D,VVS2,Apr,2024,-44
,2.01-2.09,D,VS1,Apr,2024,-41
,2.01-2.09,D,VS2,Apr,2024,-39.5
,2.01-2.09,D,SI1,Apr,2024,-40
,2.01-2.09,D,SI2,Apr,2024,-37.5
,2.01-2.09,D,I1,Apr,2024,-30
,2.01-2.09,E,IF,Apr,2024,-42
,2.01-2.09,E,VVS1,Apr,2024,-41
,2.01-2.09,E,VVS2,Apr,2024,-42
,2.01-2.09,E,VS1,Apr,2024,-40.5
,2.01-2.09,E,VS2,Apr,2024,-38.5
,2.01-2.09,E,SI1,Apr,2024,-38
,2.01-2.09,E,SI2,Apr,2024,-37
,2.01-2.09,E,I1,Apr,2024,-30
,2.01-2.09,F,IF,Apr,2024,-40
,2.01-2.09,F,VVS1,Apr,2024,-39
,2.01-2.09,F,VVS2,Apr,2024,-39
,2.01-2.09,F,VS1,Apr,2024,-37.5
,2.01-2.09,F,VS2,Apr,2024,-36
,2.01-2.09,F,SI1,Apr,2024,-37
,2.01-2.09,F,SI2,Apr,2024,-36.5
,2.01-2.09,F,I1,Apr,2024,-30
,2.01-2.09,G,IF,Apr,2024,-39.5
,2.01-2.09,G,VVS1,Apr,2024,-37.5
,2.01-2.09,G,VVS2,Apr,2024,-38
,2.01-2.09,G,VS1,Apr,2024,-36
,2.01-2.09,G,VS2,Apr,2024,-34
,2.01-2.09,G,SI1,Apr,2024,-36
,2.01-2.09,G,SI2,Apr,2024,-36
,2.01-2.09,G,I1,Apr,2024,-30
,2.01-2.09,H,IF,Apr,2024,-38.5
,2.01-2.09,H,VVS1,Apr,2024,-38
,2.01-2.09,H,VVS2,Apr,2024,-37
,2.01-2.09,H,VS1,Apr,2024,-36
,2.01-2.09,H,VS2,Apr,2024,-34
,2.01-2.09,H,SI1,Apr,2024,-35
,2.01-2.09,H,SI2,Apr,2024,-35
,2.01-2.09,H,I1,Apr,2024,-30
,2.01-2.09,I,IF,Apr,2024,-35
,2.01-2.09,I,VVS1,Apr,2024,-36
,2.01-2.09,I,VVS2,Apr,2024,-34
,2.01-2.09,I,VS1,Apr,2024,-33.5
,2.01-2.09,I,VS2,Apr,2024,-33
,2.01-2.09,I,SI1,Apr,2024,-34
,2.01-2.09,I,SI2,Apr,2024,-34.5
,2.01-2.09,I,I1,Apr,2024,-29
,2.01-2.09,J,IF,Apr,2024,-34
,2.01-2.09,J,VVS1,Apr,2024,-32.5
,2.01-2.09,J,VVS2,Apr,2024,-31.5
,2.01-2.09,J,VS1,Apr,2024,-32.5
,2.01-2.09,J,VS2,Apr,2024,-32
,2.01-2.09,J,SI1,Apr,2024,-34
,2.01-2.09,J,SI2,Apr,2024,-34
,2.01-2.09,J,I1,Apr,2024,-29
,2.01-2.09,K,IF,Apr,2024,-35
,2.01-2.09,K,VVS1,Apr,2024,-34
,2.01-2.09,K,VVS2,Apr,2024,-32
,2.01-2.09,K,VS1,Apr,2024,-32
,2.01-2.09,K,VS2,Apr,2024,-32
,2.01-2.09,K,SI1,Apr,2024,-32.5
,2.01-2.09,K,SI2,Apr,2024,-32.5
,2.01-2.09,K,I1,Apr,2024,-29
,2.01-2.09,L,IF,Apr,2024,-35
,2.01-2.09,L,VVS1,Apr,2024,-34
,2.01-2.09,L,VVS2,Apr,2024,-34
,2.01-2.09,L,VS1,Apr,2024,-31.5
,2.01-2.09,L,VS2,Apr,2024,-31
,2.01-2.09,L,SI1,Apr,2024,-32.5
,2.01-2.09,L,SI2,Apr,2024,-33
,2.01-2.09,L,I1,Apr,2024,-30
,2.01-2.09,M,IF,Apr,2024,-36
,2.01-2.09,M,VVS1,Apr,2024,-34
,2.01-2.09,M,VVS2,Apr,2024,-33
,2.01-2.09,M,VS1,Apr,2024,-31.5
,2.01-2.09,M,VS2,Apr,2024,-31
,2.01-2.09,M,SI1,Apr,2024,-32
,2.01-2.09,M,SI2,Apr,2024,-33.5
,2.01-2.09,M,I1,Apr,2024,-30
,2.01-2.09,D,IF,May,2024,-44
,2.01-2.09,D,VVS1,May,2024,-42.5
,2.01-2.09,D,VVS2,May,2024,-44
,2.01-2.09,D,VS1,May,2024,-41
,2.01-2.09,D,VS2,May,2024,-39.5
,2.01-2.09,D,SI1,May,2024,-40
,2.01-2.09,D,SI2,May,2024,-37.5
,2.01-2.09,D,I1,May,2024,-30
,2.01-2.09,E,IF,May,2024,-42
,2.01-2.09,E,VVS1,May,2024,-41
,2.01-2.09,E,VVS2,May,2024,-42
,2.01-2.09,E,VS1,May,2024,-40.5
,2.01-2.09,E,VS2,May,2024,-38.5
,2.01-2.09,E,SI1,May,2024,-38
,2.01-2.09,E,SI2,May,2024,-37
,2.01-2.09,E,I1,May,2024,-30
,2.01-2.09,F,IF,May,2024,-40
,2.01-2.09,F,VVS1,May,2024,-39
,2.01-2.09,F,VVS2,May,2024,-39
,2.01-2.09,F,VS1,May,2024,-37.5
,2.01-2.09,F,VS2,May,2024,-36
,2.01-2.09,F,SI1,May,2024,-37
,2.01-2.09,F,SI2,May,2024,-36.5
,2.01-2.09,F,I1,May,2024,-30
,2.01-2.09,G,IF,May,2024,-39.5
,2.01-2.09,G,VVS1,May,2024,-37.5
,2.01-2.09,G,VVS2,May,2024,-38
,2.01-2.09,G,VS1,May,2024,-36
,2.01-2.09,G,VS2,May,2024,-34
,2.01-2.09,G,SI1,May,2024,-36
,2.01-2.09,G,SI2,May,2024,-36
,2.01-2.09,G,I1,May,2024,-30
,2.01-2.09,H,IF,May,2024,-38.5
,2.01-2.09,H,VVS1,May,2024,-38
,2.01-2.09,H,VVS2,May,2024,-37
,2.01-2.09,H,VS1,May,2024,-36
,2.01-2.09,H,VS2,May,2024,-34
,2.01-2.09,H,SI1,May,2024,-35
,2.01-2.09,H,SI2,May,2024,-35
,2.01-2.09,H,I1,May,2024,-30
,2.01-2.09,I,IF,May,2024,-35
,2.01-2.09,I,VVS1,May,2024,-36
,2.01-2.09,I,VVS2,May,2024,-34
,2.01-2.09,I,VS1,May,2024,-33.5
,2.01-2.09,I,VS2,May,2024,-33
,2.01-2.09,I,SI1,May,2024,-34
,2.01-2.09,I,SI2,May,2024,-34.5
,2.01-2.09,I,I1,May,2024,-29
,2.01-2.09,J,IF,May,2024,-34
,2.01-2.09,J,VVS1,May,2024,-32.5
,2.01-2.09,J,VVS2,May,2024,-31.5
,2.01-2.09,J,VS1,May,2024,-32.5
,2.01-2.09,J,VS2,May,2024,-32
,2.01-2.09,J,SI1,May,2024,-34
,2.01-2.09,J,SI2,May,2024,-34
,2.01-2.09,J,I1,May,2024,-29
,2.01-2.09,K,IF,May,2024,-35
,2.01-2.09,K,VVS1,May,2024,-34
,2.01-2.09,K,VVS2,May,2024,-32
,2.01-2.09,K,VS1,May,2024,-32
,2.01-2.09,K,VS2,May,2024,-32
,2.01-2.09,K,SI1,May,2024,-32.5
,2.01-2.09,K,SI2,May,2024,-32.5
,2.01-2.09,K,I1,May,2024,-29
,2.01-2.09,L,IF,May,2024,-35
,2.01-2.09,L,VVS1,May,2024,-34
,2.01-2.09,L,VVS2,May,2024,-34
,2.01-2.09,L,VS1,May,2024,-31.5
,2.01-2.09,L,VS2,May,2024,-31
,2.01-2.09,L,SI1,May,2024,-32.5
,2.01-2.09,L,SI2,May,2024,-33
,2.01-2.09,L,I1,May,2024,-30
,2.01-2.09,M,IF,May,2024,-36
,2.01-2.09,M,VVS1,May,2024,-34
,2.01-2.09,M,VVS2,May,2024,-33
,2.01-2.09,M,VS1,May,2024,-31.5
,2.01-2.09,M,VS2,May,2024,-31
,2.01-2.09,M,SI1,May,2024,-32
,2.01-2.09,M,SI2,May,2024,-33.5
,2.01-2.09,M,I1,May,2024,-30
,2.01-2.09,D,IF,Jun,2024,-44.5
,2.01-2.09,D,VVS1,Jun,2024,-43
,2.01-2.09,D,VVS2,Jun,2024,-43
,2.01-2.09,D,VS1,Jun,2024,-42
,2.01-2.09,D,VS2,Jun,2024,-41
,2.01-2.09,D,SI1,Jun,2024,-41
,2.01-2.09,D,SI2,Jun,2024,-38
,2.01-2.09,D,I1,Jun,2024,-30
,2.01-2.09,E,IF,Jun,2024,-42.5
,2.01-2.09,E,VVS1,Jun,2024,-41.5
,2.01-2.09,E,VVS2,Jun,2024,-42.5
,2.01-2.09,E,VS1,Jun,2024,-42
,2.01-2.09,E,VS2,Jun,2024,-41
,2.01-2.09,E,SI1,Jun,2024,-39.5
,2.01-2.09,E,SI2,Jun,2024,-37.5
,2.01-2.09,E,I1,Jun,2024,-30
,2.01-2.09,F,IF,Jun,2024,-41
,2.01-2.09,F,VVS1,Jun,2024,-40.5
,2.01-2.09,F,VVS2,Jun,2024,-40
,2.01-2.09,F,VS1,Jun,2024,-39.5
,2.01-2.09,F,VS2,Jun,2024,-38
,2.01-2.09,F,SI1,Jun,2024,-38.5
,2.01-2.09,F,SI2,Jun,2024,-37
,2.01-2.09,F,I1,Jun,2024,-30
,2.01-2.09,G,IF,Jun,2024,-40.5
,2.01-2.09,G,VVS1,Jun,2024,-38.5
,2.01-2.09,G,VVS2,Jun,2024,-38
,2.01-2.09,G,VS1,Jun,2024,-37.5
,2.01-2.09,G,VS2,Jun,2024,-36.5
,2.01-2.09,G,SI1,Jun,2024,-37.5
,2.01-2.09,G,SI2,Jun,2024,-36
,2.01-2.09,G,I1,Jun,2024,-30
,2.01-2.09,H,IF,Jun,2024,-39.5
,2.01-2.09,H,VVS1,Jun,2024,-38.5
,2.01-2.09,H,VVS2,Jun,2024,-38.5
,2.01-2.09,H,VS1,Jun,2024,-37
,2.01-2.09,H,VS2,Jun,2024,-36
,2.01-2.09,H,SI1,Jun,2024,-36
,2.01-2.09,H,SI2,Jun,2024,-35.5
,2.01-2.09,H,I1,Jun,2024,-30
,2.01-2.09,I,IF,Jun,2024,-35
,2.01-2.09,I,VVS1,Jun,2024,-35
,2.01-2.09,I,VVS2,Jun,2024,-35
,2.01-2.09,I,VS1,Jun,2024,-34.5
,2.01-2.09,I,VS2,Jun,2024,-34
,2.01-2.09,I,SI1,Jun,2024,-35.5
,2.01-2.09,I,SI2,Jun,2024,-35
,2.01-2.09,I,I1,Jun,2024,-29
,2.01-2.09,J,IF,Jun,2024,-34
,2.01-2.09,J,VVS1,Jun,2024,-33
,2.01-2.09,J,VVS2,Jun,2024,-32.5
,2.01-2.09,J,VS1,Jun,2024,-33
,2.01-2.09,J,VS2,Jun,2024,-33
,2.01-2.09,J,SI1,Jun,2024,-35
,2.01-2.09,J,SI2,Jun,2024,-34
,2.01-2.09,J,I1,Jun,2024,-29
,2.01-2.09,K,IF,Jun,2024,-34.5
,2.01-2.09,K,VVS1,Jun,2024,-34
,2.01-2.09,K,VVS2,Jun,2024,-33
,2.01-2.09,K,VS1,Jun,2024,-32.5
,2.01-2.09,K,VS2,Jun,2024,-32.5
,2.01-2.09,K,SI1,Jun,2024,-34
,2.01-2.09,K,SI2,Jun,2024,-33
,2.01-2.09,K,I1,Jun,2024,-29
,2.01-2.09,L,IF,Jun,2024,-34
,2.01-2.09,L,VVS1,Jun,2024,-33.5
,2.01-2.09,L,VVS2,Jun,2024,-33.5
,2.01-2.09,L,VS1,Jun,2024,-32.5
,2.01-2.09,L,VS2,Jun,2024,-32.5
,2.01-2.09,L,SI1,Jun,2024,-33.5
,2.01-2.09,L,SI2,Jun,2024,-33
,2.01-2.09,L,I1,Jun,2024,-30
,2.01-2.09,M,IF,Jun,2024,-35
,2.01-2.09,M,VVS1,Jun,2024,-34.5
,2.01-2.09,M,VVS2,Jun,2024,-34.5
,2.01-2.09,M,VS1,Jun,2024,-33.5
,2.01-2.09,M,VS2,Jun,2024,-33.5
,2.01-2.09,M,SI1,Jun,2024,-34
,2.01-2.09,M,SI2,Jun,2024,-34
,2.01-2.09,M,I1,Jun,2024,-30
,2.01-2.09,D,IF,Jul,2024,-40
,2.01-2.09,D,VVS1,Jul,2024,-39.5
,2.01-2.09,D,VVS2,Jul,2024,-39
,2.01-2.09,D,VS1,Jul,2024,-38.5
,2.01-2.09,D,VS2,Jul,2024,-36.5
,2.01-2.09,D,SI1,Jul,2024,-36.5
,2.01-2.09,D,SI2,Jul,2024,-37
,2.01-2.09,D,I1,Jul,2024,-24.5
,2.01-2.09,E,IF,Jul,2024,-39
,2.01-2.09,E,VVS1,Jul,2024,-38
,2.01-2.09,E,VVS2,Jul,2024,-38.5
,2.01-2.09,E,VS1,Jul,2024,-38
,2.01-2.09,E,VS2,Jul,2024,-36
,2.01-2.09,E,SI1,Jul,2024,-35
,2.01-2.09,E,SI2,Jul,2024,-35.5
,2.01-2.09,E,I1,Jul,2024,-24.5
,2.01-2.09,F,IF,Jul,2024,-37.5
,2.01-2.09,F,VVS1,Jul,2024,-36.5
,2.01-2.09,F,VVS2,Jul,2024,-37
,2.01-2.09,F,VS1,Jul,2024,-36
,2.01-2.09,F,VS2,Jul,2024,-36
,2.01-2.09,F,SI1,Jul,2024,-34
,2.01-2.09,F,SI2,Jul,2024,-35
,2.01-2.09,F,I1,Jul,2024,-25.5
,2.01-2.09,G,IF,Jul,2024,-36
,2.01-2.09,G,VVS1,Jul,2024,-35
,2.01-2.09,G,VVS2,Jul,2024,-34
,2.01-2.09,G,VS1,Jul,2024,-35
,2.01-2.09,G,VS2,Jul,2024,-34
,2.01-2.09,G,SI1,Jul,2024,-33
,2.01-2.09,G,SI2,Jul,2024,-34.5
,2.01-2.09,G,I1,Jul,2024,-24
,2.01-2.09,H,IF,Jul,2024,-38
,2.01-2.09,H,VVS1,Jul,2024,-35.5
,2.01-2.09,H,VVS2,Jul,2024,-35
,2.01-2.09,H,VS1,Jul,2024,-33
,2.01-2.09,H,VS2,Jul,2024,-32
,2.01-2.09,H,SI1,Jul,2024,-33
,2.01-2.09,H,SI2,Jul,2024,-34
,2.01-2.09,H,I1,Jul,2024,-24
,2.01-2.09,I,IF,Jul,2024,-33
,2.01-2.09,I,VVS1,Jul,2024,-32
,2.01-2.09,I,VVS2,Jul,2024,-31.5
,2.01-2.09,I,VS1,Jul,2024,-32.5
,2.01-2.09,I,VS2,Jul,2024,-32.5
,2.01-2.09,I,SI1,Jul,2024,-34
,2.01-2.09,I,SI2,Jul,2024,-32.5
,2.01-2.09,I,I1,Jul,2024,-22.5
,2.01-2.09,J,IF,Jul,2024,-33.5
,2.01-2.09,J,VVS1,Jul,2024,-33
,2.01-2.09,J,VVS2,Jul,2024,-32.5
,2.01-2.09,J,VS1,Jul,2024,-31.5
,2.01-2.09,J,VS2,Jul,2024,-31.5
,2.01-2.09,J,SI1,Jul,2024,-31
,2.01-2.09,J,SI2,Jul,2024,-30
,2.01-2.09,J,I1,Jul,2024,-22
,2.01-2.09,K,IF,Jul,2024,-32
,2.01-2.09,K,VVS1,Jul,2024,-32
,2.01-2.09,K,VVS2,Jul,2024,-31
,2.01-2.09,K,VS1,Jul,2024,-30.5
,2.01-2.09,K,VS2,Jul,2024,-29.5
,2.01-2.09,K,SI1,Jul,2024,-29.5
,2.01-2.09,K,SI2,Jul,2024,-30
,2.01-2.09,K,I1,Jul,2024,-23
,2.01-2.09,L,IF,Jul,2024,-31
,2.01-2.09,L,VVS1,Jul,2024,-31
,2.01-2.09,L,VVS2,Jul,2024,-30
,2.01-2.09,L,VS1,Jul,2024,-28.5
,2.01-2.09,L,VS2,Jul,2024,-29.5
,2.01-2.09,L,SI1,Jul,2024,-30
,2.01-2.09,L,SI2,Jul,2024,-29
,2.01-2.09,L,I1,Jul,2024,-21
,2.01-2.09,M,IF,Jul,2024,-30
,2.01-2.09,M,VVS1,Jul,2024,-30
,2.01-2.09,M,VVS2,Jul,2024,-29.5
,2.01-2.09,M,VS1,Jul,2024,-27.5
,2.01-2.09,M,VS2,Jul,2024,-28.5
,2.01-2.09,M,SI1,Jul,2024,-28.5
,2.01-2.09,M,SI2,Jul,2024,-27.5
,2.01-2.09,M,I1,Jul,2024,-22.5
,2.01-2.09,D,IF,Aug,2024,-39
,2.01-2.09,D,VVS1,Aug,2024,-40
,2.01-2.09,D,VVS2,Aug,2024,-39
,2.01-2.09,D,VS1,Aug,2024,-38
,2.01-2.09,D,VS2,Aug,2024,-36.5
,2.01-2.09,D,SI1,Aug,2024,-37.5
,2.01-2.09,D,SI2,Aug,2024,-37
,2.01-2.09,D,I1,Aug,2024,-24
,2.01-2.09,E,IF,Aug,2024,-38
,2.01-2.09,E,VVS1,Aug,2024,-38
,2.01-2.09,E,VVS2,Aug,2024,-38.5
,2.01-2.09,E,VS1,Aug,2024,-38
,2.01-2.09,E,VS2,Aug,2024,-37.5
,2.01-2.09,E,SI1,Aug,2024,-36
,2.01-2.09,E,SI2,Aug,2024,-35.5
,2.01-2.09,E,I1,Aug,2024,-24
,2.01-2.09,F,IF,Aug,2024,-37
,2.01-2.09,F,VVS1,Aug,2024,-36.5
,2.01-2.09,F,VVS2,Aug,2024,-36.5
,2.01-2.09,F,VS1,Aug,2024,-36
,2.01-2.09,F,VS2,Aug,2024,-35.5
,2.01-2.09,F,SI1,Aug,2024,-35
,2.01-2.09,F,SI2,Aug,2024,-35
,2.01-2.09,F,I1,Aug,2024,-25
,2.01-2.09,G,IF,Aug,2024,-36.5
,2.01-2.09,G,VVS1,Aug,2024,-35
,2.01-2.09,G,VVS2,Aug,2024,-35
,2.01-2.09,G,VS1,Aug,2024,-34.5
,2.01-2.09,G,VS2,Aug,2024,-34
,2.01-2.09,G,SI1,Aug,2024,-35
,2.01-2.09,G,SI2,Aug,2024,-34.5
,2.01-2.09,G,I1,Aug,2024,-24.5
,2.01-2.09,H,IF,Aug,2024,-38
,2.01-2.09,H,VVS1,Aug,2024,-36
,2.01-2.09,H,VVS2,Aug,2024,-35.5
,2.01-2.09,H,VS1,Aug,2024,-34.5
,2.01-2.09,H,VS2,Aug,2024,-33
,2.01-2.09,H,SI1,Aug,2024,-34.5
,2.01-2.09,H,SI2,Aug,2024,-34
,2.01-2.09,H,I1,Aug,2024,-24
